negocio_id,porc_crecimiento_anual,calificacion_desempeno,anaquel_competencia,anaquel_negocio,respeto,poblacion_zona_negocio,clase_negocio,ingreso_promedio_m,enfriador
369,0.612975736,0.8550000000000001,1,3,1.0,2790.0,A,17739,1.0
370,0.038804284999999994,0.7150000000000001,0,2,0.0,5203.0,B,6558,1.0
371,0.376894445,0.5650000000000001,0,2,1.0,5427.0,B,17538,1.0
372,0.574476086,0.6950000000000001,0,2,1.0,2237.0,B,4623,1.0
373,0.45012151300000003,0.795,1,2,1.0,3841.0,B,6369,1.0
374,1.4254299529999999,0.5950000000000001,0,2,1.0,3129.0,B,12373,1.0
375,0.0919096,0.325,0,2,0.0,5203.0,B,3640,1.0
376,-0.14785052599999998,0.675,0,2,1.0,3895.0,B,4787,1.0
377,-0.16828826600000002,0.865,0,2,1.0,2931.0,B,10038,1.0
378,0.11770708399999999,0.8450000000000001,0,2,1.0,2406.0,B,7887,1.0
379,0.19963705799999998,0.7050000000000001,2,2,1.0,4037.0,B,6572,1.0
380,0.460185497,0.8150000000000001,0,3,1.0,2406.0,B,5619,1.0
381,0.074288089,0.745,3,4,1.0,4042.0,B,39871,2.0
382,0.063622285,0.7150000000000001,3,4,1.0,4491.0,A,23721,2.0
383,0.62816578,0.7250000000000001,1,2,1.0,5545.0,B,5244,1.0
384,0.22421764900000002,0.78,0,4,1.0,6050.0,A,29816,3.0
385,-0.08477333699999999,0.755,7,3,1.0,2747.0,B,10698,1.0
386,0.30651834299999997,0.7175,0,1,0.5,2831.0,B,7006,1.0
387,0.36723056200000004,0.7350000000000001,2,2,1.0,16824.0,B,8537,1.0
388,-0.16081492800000002,0.8883333330000001,2,3,1.0,2576.0,A,15222,1.0
389,0.379206375,0.865,3,4,1.0,2949.0,A,9038,3.0
390,0.074452055,0.755,2,2,1.0,4527.0,B,13218,1.0
391,0.023284291999999998,0.818333333,0,3,1.0,5135.0,B,7942,1.0
392,0.133843421,0.445,1,2,0.0,6225.0,B,9740,1.0
393,0.110664108,0.8150000000000001,2,5,1.0,10075.0,A,32400,3.0
394,0.074419636,0.895,1,4,1.0,4801.0,A,13727,2.0
395,0.09320087199999999,0.68,0,3,1.0,6050.0,B,5779,1.0
396,0.5507171519999999,0.665,2,3,1.0,5545.0,B,7509,1.0
397,-0.19341011599999997,0.929,1,4,1.0,6050.0,A,34056,2.0
398,-0.109249835,0.8275,4,4,1.0,8016.0,A,26883,2.0
399,0.259320029,0.645,5,4,1.0,6225.0,B,51153,2.0
400,0.044410217,0.7050000000000001,2,4,1.0,4044.0,B,62908,3.0
401,0.561859314,0.905,1,3,1.0,5545.0,B,10031,1.0
402,-6.964800000000548e-05,0.5650000000000001,0,4,1.0,3913.0,B,8141,1.0
403,0.011796785000000004,0.8250000000000001,0,3,1.0,1998.0,B,5259,1.0
404,-0.05876834800000001,0.775,0,3,1.0,6050.0,B,12764,1.0
405,0.183037151,0.89,0,3,1.0,16824.0,B,13313,1.0
406,0.275317569,0.6050000000000001,0,3,0.0,10075.0,B,13873,1.0
407,0.220978181,0.7425,1,2,1.0,2747.0,B,3514,1.0
408,-0.13128474499999998,0.87,0,2,1.0,5135.0,B,4232,1.0
409,-0.37901030599999996,0.7250000000000001,2,3,1.0,3913.0,A,38419,3.0
410,-0.12665285199999998,0.535,0,2,1.0,14905.0,B,5412,1.0
411,0.8556354479999999,0.655,1,2,1.0,6225.0,B,9309,1.0
412,0.19515611700000002,0.635,2,2,1.0,3642.0,B,8766,1.0
413,-0.20794705599999996,0.525,3,2,1.0,5135.0,B,13352,1.0
414,-0.273625946,0.8550000000000001,1,3,0.0,16824.0,B,5177,1.0
415,-0.19667729299999998,0.5316666670000001,1,2,0.333333333,6050.0,B,5241,1.0
416,-0.423139546,0.545,0,2,1.0,7135.0,B,5274,
417,0.559609609,0.385,3,4,0.0,5631.0,A,33333,2.0
418,-0.414658834,0.48999999999999994,1,2,1.0,6050.0,B,4299,
419,0.347576845,0.795,0,3,1.0,5631.0,B,19470,1.0
420,-0.17138362000000001,0.94,0,3,1.0,5135.0,B,7217,1.0
421,-0.152734733,0.6050000000000001,0,3,0.0,4232.0,A,21489,1.0
422,-0.28859578999999996,0.675,0,2,1.0,6205.0,B,3966,1.0
423,1.141903936,0.925,0,4,1.0,16824.0,A,14623,2.0
424,-0.064835082,0.8500000000000001,3,4,0.75,2895.0,A,79880,2.0
425,0.434028326,0.9550000000000001,1,4,0.666666667,6050.0,A,17482,2.0
426,-0.076755689,1.0,5,4,1.0,2747.0,A,11495,2.0
427,0.741666667,0.8550000000000001,3,5,1.0,5427.0,A,30230,2.0
428,0.406443271,0.7100000000000001,0,2,1.0,2339.0,B,8097,1.0
429,2.758842366,0.905,0,3,0.5,2934.0,B,11735,1.0
430,0.122196457,0.805,0,2,1.0,3440.0,B,9344,1.0
431,1.283311331,0.6950000000000001,3,3,1.0,6506.0,A,51007,1.0
432,-0.17760808499999997,0.805,0,2,1.0,3037.0,B,7571,1.0
433,1.376174474,0.8250000000000001,0,3,0.0,3698.0,B,5878,2.0
434,0.6260539009999999,0.795,3,5,1.0,4427.0,A,42299,4.0
435,0.8403889299999999,0.465,0,2,1.0,5191.0,B,4478,1.0
436,-0.023168850000000005,0.8150000000000001,0,2,1.0,4406.0,B,4356,1.0
437,0.777349266,0.885,1,2,1.0,3630.0,B,8903,1.0
438,-0.198359866,0.885,2,3,1.0,4509.0,B,11864,1.0
439,0.12401035099999999,0.9950000000000001,0,5,1.0,3515.0,A,18106,3.0
440,0.21290098699999999,0.56,0,1,1.0,4906.0,B,6766,1.0
441,0.301294421,0.795,2,3,1.0,5731.0,B,11763,2.0
442,0.159458649,0.875,1,5,1.0,4474.0,A,22086,2.0
443,0.014396496999999994,0.9850000000000001,2,5,1.0,6163.0,A,9309,3.0
444,-0.047389688,0.6050000000000001,0,1,1.0,5191.0,B,6023,1.0
445,9.35365409,0.6050000000000001,0,2,1.0,5005.0,B,7360,1.0
446,-0.074928659,0.6950000000000001,0,2,1.0,3627.0,B,4239,1.0
447,0.134244864,0.875,2,4,1.0,2947.0,A,12768,2.0
448,0.243723951,0.7350000000000001,0,2,1.0,4267.0,B,10818,1.0
449,0.5383909809999999,0.9850000000000001,2,5,1.0,4966.0,A,14468,2.0
450,0.7073077099999999,0.775,2,4,1.0,6163.0,B,9808,2.0
451,0.430882004,0.925,0,3,1.0,4657.0,A,20821,1.0
452,1.078437759,0.915,0,3,1.0,3653.0,B,13032,2.0
453,0.193531234,0.87,1,2,1.0,3675.0,B,5566,1.0
454,-0.05737634400000001,0.925,4,5,1.0,5266.0,A,14528,2.0
455,-0.04938733000000001,0.865,0,5,1.0,4452.0,A,20317,3.0
456,-0.029408150000000008,0.805,1,2,1.0,3456.0,B,8057,1.0
457,0.237121835,0.745,0,5,1.0,3107.0,A,14719,3.0
458,0.908590711,1.0250000000000001,1,5,1.0,3630.0,A,8971,2.0
459,0.314036371,0.9750000000000001,0,3,1.0,3627.0,B,11813,1.0
460,0.112572312,0.805,0,1,1.0,6122.0,B,8222,1.0
461,0.383165433,0.925,0,5,1.0,2562.0,A,8250,2.0
462,1.161312911,0.8550000000000001,2,2,1.0,7912.0,A,12118,1.0
463,0.168488434,0.9850000000000001,1,3,1.0,3069.0,A,10759,2.0
464,0.243093355,0.47500000000000003,0,2,1.0,3076.0,B,16526,1.0
465,-0.15246657600000002,0.7050000000000001,0,3,0.0,6267.0,B,10307,1.0
466,9.643799242,0.895,1,2,1.0,3613.0,B,9366,1.0
467,-0.27608979499999997,0.915,0,2,1.0,4336.0,B,8139,1.0
468,0.718877542,0.48500000000000004,2,1,1.0,4053.0,B,5434,1.0
469,0.0019299369999999927,0.795,1,2,1.0,8385.0,B,5498,1.0
470,1.6009806279999999,0.9950000000000001,0,3,1.0,6163.0,A,20207,1.0
471,0.13759767099999998,0.895,0,3,1.0,6512.0,B,8156,1.0
472,0.119007433,0.675,2,3,1.0,6322.0,A,18580,1.0
473,0.6739474879999999,0.765,0,6,1.0,5536.0,A,19457,3.0
474,2.654776167,0.865,0,4,1.0,2645.0,A,42772,3.0
475,-0.037172174,0.745,0,2,1.0,5191.0,B,5321,1.0
476,1.696570119,0.545,0,1,0.0,2379.0,B,9498,1.0
477,0.31987435799999997,0.665,0,2,0.0,4427.0,B,8703,1.0
478,0.485497348,0.745,2,3,1.0,4452.0,B,9730,1.0
479,0.29673592,0.8150000000000001,1,3,1.0,3440.0,B,7973,1.0
480,0.143782311,0.7150000000000001,0,3,1.0,2947.0,B,10478,1.0
481,0.59777538,0.625,1,2,1.0,4598.0,B,6024,1.0
482,0.336197861,0.915,0,2,1.0,3037.0,B,5716,1.0
483,0.240520799,0.785,0,3,1.0,2939.0,A,15331,1.0
484,1.029594615,0.785,0,3,1.0,6163.0,B,11467,1.0
485,0.404928616,0.685,1,4,1.0,5266.0,A,6362,2.0
486,0.001336010999999998,1.0150000000000001,0,4,1.0,3456.0,A,8081,3.0
487,0.091873607,0.685,0,2,0.0,2947.0,B,6832,1.0
488,-0.255467401,0.805,3,2,1.0,4426.0,B,6593,1.0
489,1.3807193709999999,0.8450000000000001,1,2,1.0,4019.0,B,11061,1.0
490,0.146264083,0.8250000000000001,0,5,0.0,4336.0,A,23811,3.0
491,0.477140216,0.8550000000000001,2,3,1.0,7912.0,B,9431,1.0
492,4.181829524,0.805,0,2,1.0,2795.0,B,13487,1.0
493,-0.14940480700000003,0.795,2,4,1.0,2417.0,B,11368,3.0
494,0.506747411,0.821666667,0,3,1.0,2417.0,A,31548,1.0
495,0.334558205,0.6950000000000001,2,2,1.0,2645.0,B,10078,1.0
496,0.073520405,0.9450000000000001,1,2,1.0,7912.0,A,10105,1.0
497,0.098229285,0.6050000000000001,2,2,1.0,6475.0,B,12901,1.0
498,0.947247062,0.935,0,3,1.0,3568.0,B,9782,1.0
499,0.7514983159999999,0.8083333330000001,2,2,1.0,4427.0,A,5794,1.0
500,-0.13639752700000002,0.425,0,1,1.0,4657.0,B,3818,1.0
501,0.266299075,0.9450000000000001,5,5,1.0,6163.0,A,16216,3.0
502,0.11487024900000001,0.365,2,1,1.0,3608.0,B,4702,1.0
503,1.075398463,0.7983333330000001,2,3,1.0,4427.0,A,22834,1.0
504,-0.09211289800000001,0.905,1,2,1.0,5477.0,A,9957,1.0
505,-0.10846532199999999,0.915,0,2,1.0,4104.0,B,7290,1.0
506,0.144443934,0.875,1,3,1.0,3675.0,B,18306,1.0
507,0.23971212399999997,0.915,0,2,1.0,2339.0,B,8100,1.0
508,0.424845594,0.645,0,2,0.0,4053.0,B,5417,1.0
509,-0.11285585699999999,0.8250000000000001,4,4,1.0,8277.0,A,7484,
510,0.192674861,0.9,0,3,1.0,10444.0,B,9584,1.0
511,0.382739062,0.635,0,2,1.0,2154.0,B,6260,1.0
512,0.448083644,0.675,3,3,1.0,4999.0,B,9876,1.0
513,-0.11629142700000002,0.7783333330000001,4,5,1.0,10444.0,A,26852,3.0
514,0.22035992199999999,0.78,3,2,0.5,10444.0,B,14409,1.0
515,0.312592941,0.77,2,5,0.5,8251.0,B,20821,2.0
516,0.52147017,0.915,4,4,1.0,16895.0,A,20011,2.0
517,0.23242464000000002,0.748333333,2,2,1.0,10444.0,B,10449,1.0
518,0.165093331,0.8600000000000001,0,2,1.0,2981.0,B,6003,1.0
519,0.603349269,0.9950000000000001,2,3,1.0,10444.0,B,8937,1.0
520,-0.073085312,0.8350000000000001,2,3,1.0,3422.0,B,6272,1.0
521,0.650584571,0.6950000000000001,1,2,1.0,5246.0,B,11264,1.0
522,0.113673941,0.775,0,3,0.0,5290.0,B,17042,1.0
523,-0.08541866,0.81,0,3,0.5,4078.0,B,11196,1.0
524,0.379303427,0.8450000000000001,1,3,1.0,8447.0,A,14991,1.0
525,0.146185856,0.885,3,4,1.0,3742.0,A,22019,2.0
526,0.179558967,0.785,2,2,1.0,6662.0,B,6700,1.0
527,0.41917702900000003,0.915,1,4,1.0,12315.0,B,12340,1.0
528,0.191610243,0.8150000000000001,3,2,0.666666667,2283.0,B,12763,
529,0.602864011,0.745,3,2,1.0,7952.0,B,10918,1.0
530,-0.12455357600000001,0.625,1,2,1.0,3574.0,B,5497,1.0
531,0.49321412800000003,0.8450000000000001,0,2,1.0,7952.0,B,7358,1.0
532,0.182767989,0.935,3,3,1.0,12315.0,A,10484,3.0
533,0.753364362,0.6900000000000001,3,3,1.0,5290.0,B,12081,1.0
534,0.187360399,0.745,0,1,1.0,2913.0,B,6669,1.0
535,0.23026380200000002,0.8350000000000001,0,5,1.0,2859.0,A,23483,3.0
536,0.715796735,0.5700000000000001,1,1,1.0,8921.0,B,9501,1.0
537,0.32487286,0.925,0,4,1.0,4525.0,A,25988,2.0
538,0.068556093,0.5850000000000001,0,2,1.0,3422.0,B,4531,1.0
539,0.20277245500000002,0.805,3,2,1.0,3209.0,B,9359,1.0
540,0.426858839,0.87,4,2,1.0,5290.0,B,11011,1.0
541,0.181873542,0.795,6,4,1.0,3082.0,B,25620,2.0
542,0.6219638999999999,0.935,0,2,1.0,4843.0,A,6692,1.0
543,0.873967434,0.755,0,3,1.0,4839.0,A,7095,1.0
544,0.6328152939999999,1.0,1,4,1.0,2913.0,A,9796,2.0
545,0.6459763169999999,0.935,1,5,1.0,2493.0,A,17712,3.0
546,0.704429042,0.8400000000000001,3,2,1.0,5290.0,B,5316,1.0
547,-0.019778436999999996,0.851666667,0,2,1.0,8251.0,B,5351,1.0
548,0.17289016299999999,0.8250000000000001,1,1,1.0,5290.0,B,4461,1.0
549,0.281050621,0.8150000000000001,4,5,1.0,13228.0,A,28390,3.0
550,0.181192356,0.7350000000000001,0,2,1.0,1906.0,B,19110,1.0
551,0.062021647,0.8450000000000001,2,3,0.666666667,3289.0,A,18753,1.0
552,0.188019739,0.7050000000000001,1,5,1.0,3742.0,A,8104,2.0
553,0.280570197,0.8350000000000001,3,4,0.5,2444.0,A,8903,2.0
554,0.27215536,0.9650000000000001,1,4,1.0,8251.0,A,16564,2.0
555,-0.005910578999999999,0.615,0,2,1.0,2454.0,B,5388,1.0
556,0.051442303999999994,0.875,2,3,1.0,4078.0,B,21696,1.0
557,0.85045893,0.74,4,4,1.0,4730.0,B,27871,2.0
558,0.139622262,0.755,3,4,1.0,2414.0,A,44667,2.0
559,0.40165875700000003,0.925,3,4,1.0,4178.0,A,17788,2.0
560,0.6159021809999999,0.8200000000000001,1,3,1.0,4078.0,B,17277,1.0
561,4.225067306000001,0.33999999999999997,0,2,0.5,2478.0,B,13469,1.0
562,0.173550594,0.8150000000000001,2,4,1.0,8277.0,B,21844,2.0
563,0.330206781,0.8150000000000001,3,2,1.0,4302.0,B,8716,1.0
564,0.027021768999999994,0.75,0,2,1.0,2135.0,B,8869,1.0
565,0.2376298,0.9850000000000001,4,4,1.0,3541.0,A,33099,2.0
566,0.081133366,0.6900000000000001,0,3,0.0,3557.0,B,10267,1.0
567,0.301426956,0.915,5,5,1.0,1954.0,A,22691,3.0
568,0.192731469,0.765,0,3,1.0,2516.0,B,10631,1.0
569,0.021493148999999996,0.8350000000000001,0,1,1.0,8921.0,B,6993,1.0
570,-0.382374822,0.8250000000000001,2,3,1.0,4078.0,B,12083,1.0
571,0.929675462,0.555,2,2,0.0,7952.0,B,7608,1.0
572,0.365316717,0.935,2,4,1.0,7952.0,A,12821,2.0
573,0.042245209,0.7250000000000001,0,4,1.0,5053.0,B,6138,2.0
574,0.25258788,1.0150000000000001,2,4,1.0,13228.0,A,14560,2.0
575,0.387800039,0.8550000000000001,3,2,1.0,8251.0,B,15774,1.0
576,0.456750613,0.8500000000000001,0,2,0.0,10444.0,B,12132,1.0
577,0.9163072059999999,0.465,0,1,1.0,1954.0,B,8475,2.0
578,0.239270977,0.8350000000000001,1,4,1.0,5003.0,A,8360,2.0
579,0.09890605999999999,0.875,1,2,1.0,5003.0,B,7392,1.0
580,0.361147859,1.0250000000000001,0,4,1.0,4730.0,A,13745,2.0
581,-0.006995840000000003,0.9850000000000001,1,4,1.0,2997.0,A,20156,2.0
582,0.199050866,0.865,2,4,1.0,4617.0,A,38100,2.0
583,0.039875535,0.7150000000000001,0,2,1.0,3237.0,B,6367,1.0
584,-0.015912840999999997,0.795,6,3,1.0,2122.0,A,17241,2.0
585,-0.051593496,0.27499999999999997,0,2,0.0,5246.0,B,7997,1.0
586,0.120662891,0.7350000000000001,2,4,1.0,3516.0,A,29493,2.0
587,0.443612545,0.7250000000000001,0,3,1.0,4178.0,B,4106,1.0
588,0.06900303199999999,0.765,0,2,1.0,5290.0,B,9786,1.0
589,-0.24822277799999998,0.5850000000000001,0,1,1.0,1906.0,B,4551,1.0
590,0.22867495399999999,0.655,2,2,1.0,4880.0,B,6080,1.0
591,0.43424755800000003,0.7250000000000001,2,3,1.0,8302.0,B,17571,1.0
592,1.016929482,0.74,4,4,1.0,3472.0,A,40002,2.0
593,0.42585465100000003,0.665,3,3,1.0,5290.0,B,7876,1.0
594,0.319129119,0.9750000000000001,1,3,1.0,13228.0,B,10996,1.0
595,0.306617182,0.9783333330000001,2,6,1.0,2683.0,A,18207,2.0
596,0.339277914,0.27499999999999997,0,2,0.0,4093.0,B,3376,1.0
597,0.244591114,0.95,0,4,1.0,8234.0,A,22989,2.0
598,0.12098326300000001,0.865,0,4,1.0,1897.0,A,32819,2.0
599,0.574324509,0.8250000000000001,1,3,1.0,4093.0,B,5123,1.0
600,-0.182050412,0.98,1,4,1.0,2297.0,A,28700,2.0
601,0.057128107,0.49499999999999994,0,1,1.0,2550.0,B,8269,1.0
602,0.131399202,0.785,0,2,0.0,2941.0,B,13535,1.0
603,-0.008251083000000006,0.868333333,0,3,1.0,6688.0,A,14707,1.0
604,1.698391144,0.7000000000000001,0,2,0.5,3287.0,A,27972,1.0
605,-0.038266971,0.89,0,4,1.0,4093.0,B,9139,1.0
606,0.128284433,0.905,0,3,1.0,3867.0,A,16143,1.0
607,0.472876991,0.885,1,2,1.0,3470.0,B,7350,1.0
608,-0.18635972099999998,0.8150000000000001,1,2,1.0,4486.0,B,5527,1.0
609,-0.225046268,0.745,1,2,1.0,3489.0,B,8399,2.0
610,-0.205322081,0.765,0,3,1.0,4196.0,B,6586,1.0
611,1.834365191,0.6950000000000001,1,3,0.0,4071.0,B,14026,1.0
612,0.9113319139999999,0.775,0,3,1.0,2912.0,B,20302,1.0
613,0.15679126,0.765,0,1,1.0,1832.0,B,7021,2.0
614,0.5776776619999999,0.78,0,2,1.0,3725.0,B,9480,1.0
615,0.424768041,0.7150000000000001,1,4,1.0,4168.0,A,69939,2.0
616,-0.09857681,0.885,0,3,1.0,3914.0,B,5554,1.0
617,-0.13824665800000002,0.601666667,2,3,1.0,5072.0,B,5184,1.0
618,0.306221352,0.5850000000000001,0,3,0.0,4093.0,B,9754,1.0
619,0.671480663,0.785,1,2,1.0,5705.0,B,7769,1.0
620,-0.0016402350000000038,0.9,1,2,0.5,2823.0,B,7601,1.0
621,0.7953375589999999,0.7816666670000001,0,2,1.0,4255.0,B,24014,1.0
622,-0.471723756,0.755,0,2,1.0,5935.0,B,8832,1.0
623,0.264612248,0.645,0,2,0.0,3892.0,B,11415,1.0
624,1.348758238,0.74,0,3,1.0,2825.0,B,45491,1.0
625,0.890263619,0.62,1,3,0.0,5761.0,B,8487,1.0
626,0.118464849,0.655,0,2,0.0,3464.0,B,8942,1.0
627,1.215383953,0.9750000000000001,0,4,1.0,2961.0,B,6054,1.0
628,0.5546809619999999,0.9450000000000001,1,3,1.0,4093.0,A,7325,1.0
629,0.269840705,0.765,0,4,1.0,2071.0,B,70661,2.0
630,0.319765785,0.755,0,3,1.0,4004.0,B,9967,1.0
631,0.450409679,0.7250000000000001,0,3,0.5,3317.0,A,36239,2.0
632,0.020852472999999996,0.925,0,3,1.0,7629.0,B,9983,1.0
633,0.309379605,0.791666667,2,2,1.0,5833.0,B,20129,1.0
634,0.315826103,0.8250000000000001,0,3,1.0,7475.0,B,23784,3.0
635,0.153666034,0.9750000000000001,1,3,1.0,3884.0,B,7630,1.0
636,-0.096945496,0.791666667,0,3,0.666666667,1589.0,B,8898,1.0
637,0.027817029,0.875,0,3,0.5,2610.0,A,24895,1.0
638,-0.15596387500000003,0.5650000000000001,1,2,1.0,3589.0,B,6028,1.0
639,0.272245588,0.7250000000000001,1,2,1.0,3606.0,B,4218,1.0
640,0.058321938,0.5850000000000001,1,2,1.0,3363.0,B,16627,2.0
641,0.448924577,0.48500000000000004,0,1,1.0,3234.0,B,7774,1.0
642,0.187582425,0.941666667,0,7,1.0,7629.0,A,60938,4.0
643,0.126626051,0.7050000000000001,0,4,0.0,2813.0,B,23206,2.0
644,0.029334457999999994,0.805,1,3,0.0,3935.0,B,9931,1.0
645,0.06757835599999999,0.7050000000000001,0,3,1.0,3344.0,B,104232,2.0
646,0.602868028,0.7150000000000001,0,3,1.0,4589.0,B,4859,1.0
647,0.913161834,0.9450000000000001,0,2,1.0,2961.0,B,6331,1.0
648,0.6550963689999999,0.7775000000000001,1,2,0.75,7466.0,B,10677,1.0
649,0.208505406,0.7350000000000001,1,2,1.0,1525.0,B,10649,1.0
650,-0.203217309,0.885,1,4,1.0,4004.0,B,10256,2.0
651,0.607308043,0.8600000000000001,0,3,1.0,3652.0,B,17705,1.0
652,-0.08244060000000002,0.935,0,4,1.0,8234.0,A,16546,2.0
653,-0.04415730400000001,0.8250000000000001,0,4,1.0,4036.0,A,33622,2.0
654,0.356513746,0.79,0,2,1.0,7141.0,B,16162,1.0
655,0.049644971999999996,0.875,0,3,1.0,5339.0,A,18766,1.0
656,0.487960937,0.7683333330000001,1,2,0.666666667,2568.0,B,14167,1.0
657,0.359768958,0.5975,0,5,1.0,7466.0,A,32408,3.0
658,0.45969757,0.9950000000000001,0,5,1.0,2961.0,A,49169,3.0
659,0.945243528,0.8550000000000001,0,4,1.0,4273.0,A,18419,2.0
660,-0.358859182,0.8150000000000001,0,2,1.0,3351.0,B,7214,1.0
661,0.031442005999999995,0.88,0,2,1.0,3340.0,B,8226,1.0
662,0.016790655999999994,0.8250000000000001,0,4,1.0,2976.0,B,25997,2.0
663,0.238594225,0.785,0,5,0.0,2707.0,A,27372,3.0
664,-0.017395534000000004,0.8883333330000001,0,2,1.0,7141.0,A,21621,1.0
665,0.530443557,0.77,0,2,1.0,4262.0,B,56264,1.0
666,0.014312853,0.8550000000000001,0,3,1.0,2946.0,A,12503,1.0
667,1.524170595,0.895,0,5,1.0,3775.0,A,67741,4.0
668,0.433190876,0.6583333330000001,1,4,0.333333333,4255.0,B,39757,2.0
669,0.833801224,0.875,0,5,1.0,4783.0,A,66689,3.0
670,0.160687117,0.765,1,1,1.0,2682.0,B,6357,1.0
671,1.343343937,0.785,0,3,0.0,4604.0,A,11348,1.0
672,1.401527878,0.8350000000000001,0,5,1.0,3670.0,A,122882,2.0
673,0.468721947,0.685,0,6,0.0,7141.0,A,44226,3.0
674,-0.044401704,0.6383333330000001,0,3,1.0,3026.0,B,10394,1.0
675,0.556034473,0.755,0,5,1.0,3935.0,A,20928,3.0
676,0.241904356,0.9,0,3,1.0,2610.0,A,14458,1.0
677,0.022144891,0.8170000000000001,0,2,1.0,4956.0,B,6868,1.0
678,0.115594951,0.655,0,1,1.0,4956.0,B,4111,1.0
679,-0.439751073,0.7050000000000001,0,1,1.0,4138.0,B,4581,1.0
680,0.140843267,0.868333333,1,3,1.0,7814.0,B,16686,1.0
681,0.269496908,0.865,0,3,1.0,4004.0,B,10024,2.0
682,0.131578772,0.9325000000000001,0,2,1.0,3652.0,B,7155,1.0
683,0.232800267,0.9550000000000001,0,3,1.0,4206.0,A,27652,1.0
684,-0.010556532000000007,0.89,0,3,0.5,5833.0,B,10738,2.0
685,0.222828916,0.6050000000000001,1,3,1.0,2902.0,B,57144,2.0
686,0.298956774,0.915,0,5,1.0,2522.0,A,40737,3.0
687,0.346746987,0.78,0,3,0.0,6019.0,B,8821,1.0
688,0.217610409,0.9850000000000001,0,2,1.0,3670.0,B,7259,1.0
689,0.388162924,0.865,0,2,1.0,3818.0,B,6823,1.0
690,0.264137465,0.9750000000000001,0,4,1.0,10031.0,B,34244,2.0
691,1.257657711,0.8300000000000001,0,2,0.5,2152.0,B,13791,1.0
692,-0.037489998999999996,0.8350000000000001,2,4,1.0,2715.0,A,21478,3.0
693,-0.19250613699999997,0.655,0,2,1.0,3884.0,B,7163,1.0
694,1.938600675,0.6950000000000001,0,3,0.666666667,3544.0,B,22774,2.0
695,0.19061529,0.875,1,5,1.0,2620.0,B,14065,2.0
696,-0.06666726199999999,0.8550000000000001,0,4,1.0,7466.0,A,14545,3.0
697,0.7765325009999999,0.655,0,3,0.0,3859.0,B,6643,1.0
698,0.017998877999999996,0.805,0,2,1.0,3545.0,B,11013,1.0
699,0.055727583,0.925,0,2,1.0,2847.0,B,11137,1.0
700,-0.048477771,0.685,1,2,1.0,3047.0,B,9823,1.0
701,0.238948551,0.885,0,2,1.0,6283.0,B,11164,1.0
702,0.179427567,0.87,0,3,1.0,7814.0,B,8821,1.0
703,0.164828582,0.48500000000000004,0,2,0.0,4786.0,B,5794,1.0
704,0.130395542,0.795,2,4,1.0,4100.0,B,80549,2.0
705,-0.008421939000000003,0.885,0,3,0.4,2608.0,B,12185,1.0
706,1.500374796,1.0050000000000001,0,5,1.0,2961.0,B,6055,2.0
707,0.334018559,0.785,0,3,1.0,3035.0,B,34440,1.0
708,-0.261957986,0.7000000000000001,0,2,1.0,7466.0,A,4103,1.0
709,-0.25739112799999997,0.885,0,3,1.0,2588.0,B,7336,1.0
710,0.085769525,0.811666667,0,4,1.0,3026.0,B,42453,2.0
711,0.220170704,0.9983333329999999,0,3,1.0,7612.0,B,9221,1.0
712,0.365322615,0.8250000000000001,0,4,1.0,6000.0,A,22744,2.0
713,-0.090379051,0.7816666670000001,0,3,1.0,2463.0,A,6504,1.0
714,0.381707721,0.625,1,2,1.0,3372.0,B,8234,1.0
715,1.065641479,0.9750000000000001,1,3,1.0,4206.0,A,16785,1.0
716,0.444471067,0.47500000000000003,1,2,1.0,6211.0,B,5808,1.0
717,0.5549495409999999,0.8550000000000001,0,3,1.0,7466.0,B,6404,1.0
718,0.471345516,0.6950000000000001,0,2,0.0,7814.0,B,8215,1.0
719,1.060223835,0.765,0,4,1.0,4196.0,A,14820,2.0
720,0.07076882799999999,0.5950000000000001,1,2,1.0,4428.0,B,17383,1.0
721,0.495940687,1.0050000000000001,0,2,1.0,3670.0,B,6311,1.0
722,0.32016208,0.885,0,4,1.0,2941.0,A,9732,2.0
723,1.014600978,0.7150000000000001,1,3,1.0,5068.0,B,12126,1.0
724,0.460141548,0.8625,0,3,1.0,7612.0,A,29277,1.0
725,0.154413634,0.795,0,2,1.0,2463.0,B,10073,1.0
726,0.489282011,0.831666667,0,2,1.0,5402.0,B,6787,1.0
727,2.868273796,0.8150000000000001,0,3,1.0,2693.0,B,6436,1.0
728,0.41238516000000003,0.875,2,3,1.0,6283.0,A,15012,1.0
729,-0.203762913,0.905,0,4,1.0,4196.0,B,5790,2.0
730,-0.422968215,0.6000000000000001,0,1,1.0,3652.0,B,4347,
731,0.9821864309999999,0.7250000000000001,0,2,1.0,2747.0,B,21281,1.0
732,0.325560619,0.785,0,3,1.0,2708.0,B,13006,1.0
733,0.027526644999999995,0.87,0,4,0.5,3378.0,A,27644,2.0
734,0.093503115,0.795,1,5,0.5,2418.0,A,29911,3.0
735,0.414412153,0.435,0,3,0.0,3287.0,B,22350,1.0
736,0.046802373999999994,0.7150000000000001,0,2,1.0,4273.0,B,21776,1.0
737,-0.029631075000000007,0.505,0,1,0.5,3918.0,B,5334,1.0
738,1.579775028,0.455,2,2,0.0,3287.0,B,32204,1.0
739,0.358284031,0.785,0,3,1.0,3673.0,B,31623,1.0
